iso3,year,regulatory_quality_score
UZB,2023,44.2694583
UZB,2022,44.6389401
UZB,2021,43.9189069
UZB,2020,38.7365553
UZB,2019,40.3286218
UZB,2018,36.762057
UZB,2017,34.4747878
UZB,2016,32.7790462
UZB,2015,32.2316691
UZB,2014,31.7293446
UZB,2013,32.0383951
VUT,2023,48.396276
VUT,2022,48.2723457
VUT,2021,48.0475525
VUT,2020,48.2081513
VUT,2019,49.0720908
VUT,2018,47.8127934
VUT,2017,49.4185574
VUT,2016,49.4041786
VUT,2015,50.3012854
VUT,2014,50.7327
VUT,2013,48.6820478
VEN,2023,25.0876114
VEN,2022,24.5068919
VEN,2021,21.9676223
VEN,2020,20.6598576
VEN,2019,20.5965354
VEN,2018,21.0136831
VEN,2017,25.9940928
VEN,2016,27.0326865
VEN,2015,28.0652872
VEN,2014,27.9606359
VEN,2013,30.9833738
VNM,2023,50.4557586
VNM,2022,49.3869152
VNM,2021,49.4260646
VNM,2020,51.1430534
VNM,2019,50.4776383
VNM,2018,50.2564141
VNM,2017,50.5475593
VNM,2016,49.9461067
VNM,2015,49.6745086
VNM,2014,47.180894
VNM,2013,45.3957033
VIR,2023,72.2237825
VIR,2022,72.2144174
VIR,2021,72.3022989
VIR,2020,72.3352738
VIR,2019,72.4172536
VIR,2018,68.634521
VIR,2017,68.6167623
VIR,2016,68.5735707
VIR,2015,64.7981576
VIR,2014,64.6235806
VIR,2013,69.3529044
PSE,2023,49.1756539
PSE,2022,52.4179504
PSE,2021,52.458188
PSE,2020,52.473286
PSE,2019,52.5108204
PSE,2018,52.4887751
PSE,2017,54.1905493
PSE,2016,52.4608692
PSE,2015,52.6691734
PSE,2014,52.5892422
PSE,2013,49.1973963
YEM,2023,30.5670477
YEM,2022,29.9601461
YEM,2021,29.5177167
YEM,2020,29.4938562
YEM,2019,30.3385577
YEM,2018,31.3976401
YEM,2017,34.5262831
YEM,2016,34.2563457
YEM,2015,36.9353534
YEM,2014,39.8876592
YEM,2013,41.1965673
ZMB,2023,47.5213202
ZMB,2022,47.6502058
ZMB,2021,46.7843516
ZMB,2020,45.1981836
ZMB,2019,46.8385501
ZMB,2018,47.9651579
ZMB,2017,47.7215573
ZMB,2016,47.7012942
ZMB,2015,48.8337847
ZMB,2014,47.8940398
ZMB,2013,46.563771
ZWE,2023,35.4999018
ZWE,2022,33.8746285
ZWE,2021,33.960138
ZWE,2020,33.8834226
ZWE,2019,34.3588205
ZWE,2018,33.299183
ZWE,2017,32.9007984
ZWE,2016,31.634642
ZWE,2015,32.6662616
ZWE,2014,27.931443
ZWE,2013,28.2564321
