iso3,year,political_stability_score
URY,2016,85.0549201
URY,2015,84.4867143
URY,2014,84.7136417
URY,2013,81.6294613
UZB,2023,61.6158213
UZB,2022,61.9220261
UZB,2021,62.1151404
UZB,2020,59.7210038
UZB,2019,62.1917975
UZB,2018,62.2739703
UZB,2017,62.240996
UZB,2016,62.3406586
UZB,2015,60.6785983
UZB,2014,61.4448397
UZB,2013,56.2874348
VUT,2023,82.3771537
VUT,2022,82.6074257
VUT,2021,82.2692168
VUT,2020,82.0116417
VUT,2019,83.4569176
VUT,2018,83.3390972
VUT,2017,80.4564644
VUT,2016,77.6245879
VUT,2015,77.5941194
VUT,2014,85.9720141
VUT,2013,90.7307686
VEN,2023,47.0432279
VEN,2022,46.6466461
VEN,2021,43.8675295
VEN,2020,41.5410343
VEN,2019,40.0660535
VEN,2018,40.8698504
VEN,2017,42.3206813
VEN,2016,45.140172
VEN,2015,45.5199779
VEN,2014,45.8380356
VEN,2013,43.2777616
VNM,2023,67.4445741
VNM,2022,67.9919181
VNM,2021,68.1933102
VNM,2020,68.1190087
VNM,2019,67.4603405
VNM,2018,64.9675576
VNM,2017,68.4569391
VNM,2016,69.0117358
VNM,2015,67.0589929
VNM,2014,65.677556
VNM,2013,67.865967
VIR,2023,82.6148254
VIR,2022,82.6044449
VIR,2021,75.5523711
VIR,2020,82.5776934
VIR,2019,82.5871481
VIR,2018,79.8331773
VIR,2017,79.7758327
VIR,2016,79.7676814
VIR,2015,86.8224472
VIR,2014,86.8491697
VIR,2013,79.8869229
PSE,2023,38.2367542
PSE,2022,39.7279232
PSE,2021,37.9947694
PSE,2020,36.1690504
PSE,2019,39.877049
PSE,2018,40.8712255
PSE,2017,42.5224235
PSE,2016,36.9644995
PSE,2015,36.3253334
PSE,2014,37.3111193
PSE,2013,35.1376941
YEM,2023,21.030617
YEM,2022,21.2694348
YEM,2021,20.3262982
YEM,2020,20.5195304
YEM,2019,21.1880718
YEM,2018,19.3591175
YEM,2017,19.253039
YEM,2016,20.7903643
YEM,2015,22.7608567
YEM,2014,22.8064612
YEM,2013,24.5603247
ZMB,2023,65.7039949
ZMB,2022,66.6738711
ZMB,2021,63.1907654
ZMB,2020,59.6094593
ZMB,2019,59.590169
ZMB,2018,60.9123088
ZMB,2017,62.2884333
ZMB,2016,62.3541274
ZMB,2015,67.2997785
ZMB,2014,64.9027312
ZMB,2013,71.2322807
ZWE,2023,48.8433006
ZWE,2022,51.7832815
ZWE,2021,48.4981549
ZWE,2020,48.0276952
ZWE,2019,49.076157
ZWE,2018,51.8107504
ZWE,2017,51.6333512
ZWE,2016,50.3296305
ZWE,2015,51.2636814
ZWE,2014,49.213324
ZWE,2013,48.7268485
