iso3,year,rule_of_law_score
USA,2017,79.683417
USA,2016,81.0107788
USA,2015,80.6641363
USA,2014,80.0486936
USA,2013,79.3663047
URY,2023,73.4415441
URY,2022,73.7719793
URY,2021,73.346961
URY,2020,72.2022737
URY,2019,72.1165145
URY,2018,71.866572
URY,2017,72.003645
URY,2016,72.8963486
URY,2015,71.7731575
URY,2014,70.7637721
URY,2013,69.0338641
UZB,2023,45.3595349
UZB,2022,45.3992761
UZB,2021,44.9143525
UZB,2020,41.2587406
UZB,2019,40.71871
UZB,2018,41.5506875
UZB,2017,39.8168726
UZB,2016,39.010811
UZB,2015,38.6241605
UZB,2014,38.2985426
UZB,2013,37.3138185
VUT,2023,64.1875813
VUT,2022,65.4814458
VUT,2021,67.6780995
VUT,2020,66.4104314
VUT,2019,63.4269457
VUT,2018,62.7276025
VUT,2017,65.0933514
VUT,2016,64.162452
VUT,2015,63.6833731
VUT,2014,64.7173405
VUT,2013,63.383468
VEN,2023,19.0875856
VEN,2022,18.4490255
VEN,2021,17.2305696
VEN,2020,16.4840502
VEN,2019,16.8469121
VEN,2018,17.2687585
VEN,2017,18.8448234
VEN,2016,17.7496117
VEN,2015,17.3413825
VEN,2014,20.9842894
VEN,2013,22.7182919
VNM,2023,51.109648
VNM,2022,51.1673005
VNM,2021,51.61835
VNM,2020,51.7726646
VNM,2019,51.8817753
VNM,2018,52.0515382
VNM,2017,51.64039
VNM,2016,52.47983
VNM,2015,50.5503329
VNM,2014,48.5138334
VNM,2013,46.3502914
VIR,2023,66.937998
VIR,2022,66.9560572
VIR,2021,71.8820944
VIR,2020,72.0297983
VIR,2019,75.8910627
VIR,2018,75.8958937
VIR,2017,68.0522516
VIR,2016,68.0905334
VIR,2015,71.9778358
VIR,2014,56.271138
VIR,2013,70.3117382
PSE,2023,41.7209254
PSE,2022,42.3783209
PSE,2021,41.5971564
PSE,2020,41.7473129
PSE,2019,42.3082028
PSE,2018,41.8523601
PSE,2017,43.0193267
PSE,2016,43.2387373
PSE,2015,42.0053357
PSE,2014,43.9046866
PSE,2013,43.7184805
YEM,2023,24.1454378
YEM,2022,24.0918247
YEM,2021,25.1741336
YEM,2020,25.6011415
YEM,2019,28.2895772
YEM,2018,27.9602229
YEM,2017,28.4016052
YEM,2016,29.9869983
YEM,2015,30.7497767
YEM,2014,32.9968354
YEM,2013,34.2689542
ZMB,2023,46.4837036
ZMB,2022,46.0981769
ZMB,2021,46.5926198
ZMB,2020,45.6611421
ZMB,2019,46.7905153
ZMB,2018,48.6730341
ZMB,2017,49.2119064
ZMB,2016,50.0226372
ZMB,2015,50.8371527
ZMB,2014,49.712163
ZMB,2013,49.9073737
ZWE,2023,35.1389346
ZWE,2022,34.5817467
ZWE,2021,35.2167838
ZWE,2020,35.5831893
ZWE,2019,34.9077209
ZWE,2018,34.6905975
ZWE,2017,33.1999819
ZWE,2016,32.3260689
ZWE,2015,32.7358248
ZWE,2014,28.5724352
ZWE,2013,27.7730031
