ISO3,Country,Year,Project_007_Region,Official_Region,Sub_Region,population_total,urban_population_pct,population_65_plus_pct,age_dependency_ratio_pct,gdp_current_usd,gdp_per_capita_current_usd,gdp_per_capita_ppp_current_intl,household_consumption_expenditure_current_usd,household_consumption_expenditure_constant_2015_usd,household_consumption_expenditure_per_capita_constant_2015_usd,consumption_per_capita_check_usd,household_consumption_pct_of_gdp,consumption_growth_yoy_real_pct,consumption_cagr_2013_2023_real_pct,cagr_start_year,cagr_end_year,inflation_cpi_annual_pct,unemployment_pct_of_labor_force,internet_users_pct_of_population,global_consumption_share_pct,regional_consumption_share_pct
PRY,Paraguay,2023,Latin America,Latin America & Caribbean ,Latin America and the Caribbean,6844146.0,69.3466081733694,6.36927529015307,54.2026658651783,43140465595.6662,6303.26495017292,17585.0746806625,28432615667.6148,28707792857.7558,4194.50328174702,4154.297069000982,65.9070672396059,2.9787837116609595,3.0260807167923343,2013.0,2023.0,4.63202285403356,5.794,78.09481878,0.04808736571348253,0.6446841378314664
PSE,West Bank and Gaza,2023,Middle East,"Middle East, North Africa, Afghanistan & Pakistan",Western Asia,5165775.0,86.8576870415886,3.80247435781418,72.928715183441,18635100000.0,3607.41611858821,6178.51270322198,18310800000.0,15463000000.0,2993.35530486713,3544.6375422855235,98.2597356601252,-0.5044590577425456,2.800214558585168,2013.0,2023.0,5.87110177678988,,86.63765334,0.030968594180709172,0.7948507079698723
PYF,French Polynesia,2023,Oceania,East Asia & Pacific,Polynesia,281118.0,61.6967135028569,10.7255481229446,43.7995222335327,6137447782.87066,21832.2831795569,,4508498002.18258,,,16037.74216586124,73.4588409007014,,,,,,11.613,,0.007625108951773291,0.4302817896569328
QAT,Qatar,2022,Middle East,"Middle East, North Africa, Afghanistan & Pakistan",Western Asia,2657333.0,99.243997525719,1.39110202233051,19.960355294568,235709325714.286,88701.463352273,122901.018274888,45955965357.1429,,,17294.018234501622,19.4968804131442,,2.8044318797852075,2013.0,2020.0,4.99527553740761,0.13,98.03800201,0.07772416504620704,1.994895449656157
ROU,Romania,2023,Europe,Europe & Central Asia,Eastern Europe,19061062.0,52.1645747011867,19.7531409207066,55.3509300976065,347757995758.914,18244.4186876321,45981.6373404846,213789148066.371,162403790429.479,8520.18583379451,11216.01451516033,61.4764148268734,2.5236981349334275,5.066003555032905,2013.0,2023.0,10.3971874764996,5.589,89.20335498,0.36157619365112326,1.5130912842926307
RUS,Russian Federation,2023,Europe,Europe & Central Asia,Eastern Europe,143826130.0,74.9805047873279,16.6046427349856,51.7902694468508,2046284838151.09,13986.9951171875,44298.67578125,1017679151012.97,863318095613.809,5901.04833984375,7075.759815083462,49.7330152693938,8.604638456435708,1.059240946146911,2013.0,2023.0,5.86571931748967,3.076,92.24496346,1.7211750788545181,7.202617473951502
RWA,Rwanda,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,13954471.0,28.8555310645477,3.82185022198798,71.0958025684348,14806501437.282,1061.05788154076,3518.91850615405,9569634676.44418,7882084412.97098,564.842939081745,685.7755250230682,64.6313021140046,11.250092202541072,3.843718147705699,2013.0,2023.0,19.789546746467,12.352,28.80579948,0.016184881750248046,0.5779734137784949
SAU,Saudi Arabia,2023,Middle East,"Middle East, North Africa, Afghanistan & Pakistan",Western Asia,33702731.0,84.2962388315415,2.81950386919403,36.8306261402051,1218584800000.0,36156.8562500172,71623.785419098,531169866666.667,408171900975.865,12110.9443912977,15760.43990816848,43.5890769905112,7.748773288053301,4.899514291405382,2013.0,2023.0,2.32708518362706,4.008,100.0,0.8983541976222453,23.057471250423955
SDN,Sudan,2023,Africa,Sub-Saharan Africa ,Northern Africa,50042791.0,34.7960076976764,3.21166042888835,78.129580689837,39898289820.7951,797.283447265625,2422.6533203125,32181978133.8124,31233216502.0062,624.130187988281,643.0891940821687,80.6600440228371,-28.40000003717695,-2.0793659939011833,2013.0,2023.0,,,,0.05442856788116807,1.943682114629669
SEN,Senegal,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,18077573.0,54.6992276190794,3.5903878360666,73.0702280774448,30696331295.7826,1698.03387300843,4781.55234083159,20646184829.0882,17875949093.9555,988.846738107794,1142.088311804256,67.2594540049312,4.998658499195496,4.291617366646561,2013.0,2023.0,5.93947798773215,2.784,59.18740082,0.03491837163597149,1.2469594013388023
SGP,Singapore,2023,South & Southeast Asia,East Asia & Pacific,South-eastern Asia,5917648.0,100.0,13.0953667239036,33.1253772353762,511181761243.76,86382.5900499252,144728.385132013,161089302909.589,140214790973.397,23694.3446067418,27221.84606275821,31.5131162969589,3.7071228749732343,2.9291280288919586,2013.0,2023.0,4.83372362825798,3.444,94.28518987,0.2724462748028701,3.4050852439282706
SLB,Solomon Islands,2023,Oceania,East Asia & Pacific,Melanesia,800005.0,30.0088821088389,3.62653756755422,69.461496422262,1506124566.40404,1882.64394148042,2599.03676008376,1160415562.01904,1092667823.79039,1365.82624332396,1450.5103868338824,77.0464533879558,11.627207449691412,3.360307784970362,2013.0,2023.0,5.88585897042164,1.443,28.67239952,0.0019625815705019553,0.11074767794719935
SLE,Sierra Leone,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,8460512.0,44.809324991151,3.20667945391485,71.6396127509545,6415852766.09227,758.329137301888,3371.09351712436,5655831179.48357,10212792651.6671,1207.11283804894,668.4975069456282,88.1540051756579,2.188330593446852,2.8258518831089763,2013.0,2023.0,47.6428733253179,3.092,23.71360016,0.009565564614982872,0.34159298291788226
SLV,El Salvador,2023,Latin America,Latin America & Caribbean ,Latin America and the Caribbean,6309624.0,74.6080675149903,8.00031824400313,49.7246065816785,33565430000.0,5319.7195268688,12667.4662875421,27755870000.0,22388093664.0618,3548.24529386566,4398.973694787518,82.6918350219258,4.521818116537957,1.4454657925680348,2013.0,2023.0,4.04554694222477,2.992,62.61989975,0.0469428028356227,0.6293395349163584
SMR,San Marino,2023,Europe,Europe & Central Asia,Southern Europe,33860.0,97.1317310361655,21.6823538130883,52.3897389738974,2027243193.5116,59871.3288101478,78810.3378046111,775740065.862171,703998937.016422,20791.462995169,22910.22049209011,38.2657625066891,8.264124072319024,2.602992058671716,2015.0,2023.0,5.93190858629403,,97.33640289,0.001311989606647562,0.005490295195751685
SOM,"Somalia, Fed. Rep.",2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,18358615.0,54.0714435506882,2.56456709833503,97.0182430549318,10958000000.0,596.885985135589,1556.89233845758,14078000000.0,10959872427.3631,596.987976890581,766.8334457691934,128.47234896879,5.605929196562642,5.405129758938143,2013.0,2023.0,,18.96,26.12010002,0.02380976630600649,0.8502633584542473
SRB,Serbia,2023,Europe,Europe & Central Asia,Southern Europe,6623183.0,62.1434649229738,22.3383596618497,57.94954577942,81343999280.0179,12281.707946167,29776.9743496564,50921322138.3838,35179899329.9836,5311.63027353821,7688.345941578815,62.5999736785656,0.4940718521591947,1.9224977925578424,2013.0,2023.0,12.3719043552519,8.268,85.35746686,0.08612194772750341,0.3603953213206411
STP,Sao Tome and Principe,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,230871.0,68.6043921103568,3.86730280697271,72.8534635081309,690456806.696406,2990.6606143535,6155.05042011344,697463379.440446,399929324.351598,1732.26314414369,3021.009045919349,101.0147735059,1.082601398575167,4.07062905442559,2013.0,2023.0,21.2589138473,9.032,58.70130157,0.0011796022213009343,0.04212441791461021
SVK,Slovak Republic,2023,Europe,Europe & Central Asia,Eastern Europe,5426740.0,53.190805019646,18.0508365765507,51.4188207516504,133578518423.544,24614.8734642794,45864.6125430469,77946206279.5014,58851196121.2913,10844.6684604922,14363.357426281967,58.3523512608171,-2.9198505267820862,2.7420747083501062,2013.0,2023.0,10.5319476645211,5.843,87.2131343,0.13182845261789347,0.5516637604476285
SVN,Slovenia,2023,Europe,Europe & Central Asia,Southern Europe,2120461.0,55.5378927789875,21.3323429613727,56.8926761847261,69255264238.3855,32660.4753581346,56150.6852244867,35707845428.4634,28844420252.3822,13602.9006203756,16839.66148326397,51.5597562454637,-0.01896458744637952,2.7226213900764407,2013.0,2023.0,7.44687717385846,3.652,90.37794678,0.06039177830250859,0.25272204032499823
SWE,Sweden,2023,Europe,Europe & Central Asia,Northern Europe,10536632.0,88.631216160938,20.5364235623884,60.7360556550349,578990915246.07,54950.2834725622,68457.9015289277,263717291546.63,263090779391.506,24969.1532732192,25028.613654403987,45.5477425642423,-1.6088450245715369,1.7941697205253737,2013.0,2023.0,8.5486248974891,7.611,95.70327461,0.44601840336541004,1.8664573902160173
SWZ,Eswatini,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,1230506.0,25.8081878500755,4.14687128709653,60.8127499411903,4621191261.84214,3755.52111232464,11309.1967529876,2887201597.3909,2813806383.76651,2286.70675621777,2346.3531241545347,62.477431333149,4.87024300475376,1.2431669135057888,2013.0,2023.0,,34.61,61.33330154,0.004883051236838043,0.17437716484813567
SYC,Seychelles,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,119773.0,45.0971081321658,8.33095611193391,39.8025048731806,2171547935.38159,18130.5297135548,31893.9628108379,1388672831.88156,1252648193.46976,10458.5189773134,11594.205971976657,63.948523044578,-6.668885929871293,6.795612384485494,2013.0,2023.0,-1.03530088431952,,86.001297,0.0023486273336127423,0.08387111989130455
SYR,Syrian Arab Republic,2022,Middle East,"Middle East, North Africa, Afghanistan & Pakistan",Western Asia,22462173.0,72.6124992370605,4.66656330771211,57.7320812518306,23737634644.3994,1056.78264718197,4905.15252202552,27118984509.2228,5441008184.62704,242.229822761451,1207.317943336239,114.244679031747,-11.210168593874215,-16.441099414035254,2013.0,2022.0,,13.245,,0.04586565446944204,1.1772038379852188
TCD,Chad,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,19319064.0,26.3305395171046,2.07477443006556,95.3580792822124,18352937976.2179,949.991054236266,2703.06889886705,11008602061.0161,10868977264.8842,562.603719563442,569.8310260277672,59.9827780995132,-1.598210804840594,2.3241051002265145,2013.0,2023.0,10.8363568399843,1.059,12.03590012,0.01861857099223006,0.6648821537353243
TGO,Togo,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,8223850.0,43.2496853032436,3.60486876584568,80.9338235472068,9723300576.72675,1182.32951436696,3572.00417260831,7295738041.66792,6348711110.49162,771.987707763592,887.1438610465804,75.0335545435124,6.016689285171872,4.611688273949266,2013.0,2023.0,5.48928568141131,1.942,37.57020187,0.012339097727088693,0.44063778446590274
THA,Thailand,2023,South & Southeast Asia,East Asia & Pacific,South-eastern Asia,71702435.0,60.9341926574707,14.7182560815403,42.4662473757894,517013369475.121,7210.54130832685,23598.3745068685,295970808043.138,268954121510.661,3750.97612111305,4127.765089750968,57.2462581274467,6.701376945773219,3.0194525055665222,2013.0,2023.0,1.22908986612448,0.733,89.53525238,0.5005679622749696,6.2561933840314925
TJK,Tajikistan,2023,Europe,Europe & Central Asia,Central Asia,10389799.0,26.1890127571429,3.65005635094848,67.1019442904471,12244169292.7998,1178.47990060249,4967.6740543988,10968373441.8981,10363553224.6542,997.473889981338,1055.686779108826,89.5803805028083,9.032728776499832,4.310480969128161,2013.0,2023.0,,7.037,54.41550064,0.018550533343415387,0.07762859063665144
TLS,Timor-Leste,2023,South & Southeast Asia,East Asia & Pacific,South-eastern Asia,1384286.0,28.595471832952,5.33415782576722,65.4641122246022,2079767200.0,1502.4114958903,4810.78356024783,1456861000.0,1196702500.0,864.490791642768,1052.4277497569144,70.0492343566145,3.4142264736582995,3.000227274719647,2013.0,2023.0,8.42035103310377,1.525,,0.0024639522624190172,0.030794942953715466
TON,Tonga,2023,Oceania,East Asia & Pacific,Polynesia,104597.0,21.147944541337,6.60245225746313,73.0878702631144,591139733.623755,5651.59357939286,7810.10184717265,590086262.746536,501339070.032494,4793.05400759576,5641.52186722885,99.8217898717853,8.433558858225275,2.241812804578003,2013.0,2023.0,6.35112980255182,1.652,64.13140106,0.0009979980122446204,0.05631662098189576
TUN,Tunisia,2023,Africa,"Middle East, North Africa, Afghanistan & Pakistan",Northern Africa,12200431.0,70.0266686486584,9.16627453571107,50.6050838772721,48205328303.3398,3951.11683376921,14052.1687041992,37804213360.0672,36308558449.6513,2976.0062123749,3098.596546307848,78.4233085649332,0.842430163247343,1.8686936957118316,2013.0,2023.0,9.32899597507865,15.106,,0.06393731250785684,2.2832460161423254
TUR,Turkiye,2023,Middle East,Europe & Central Asia,Western Asia,85325965.0,89.0218446796121,10.0010276668343,46.7152423180544,1141242864657.45,13375.0947282864,43196.3381254367,616632766979.269,863667526630.885,10121.9778367685,7226.789254352635,54.0316865126121,10.476143237084656,6.585932573410025,2013.0,2023.0,53.8594087593315,9.388,85.96074155,1.0428954452622925,26.767317178435313
TZA,Tanzania,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,66617606.0,35.4748019434954,3.04319999848689,84.3899011707131,79030935638.1317,1224.00219726563,4021.82885742188,42771068542.6304,38572798800.647,597.401428222656,642.0385106998651,54.1194004566407,2.1999999999191333,3.613087336085785,2013.0,2023.0,3.79923291384916,1.565,28.43190002,0.07233762939751495,2.5832271902069706
UGA,Uganda,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,48656601.0,30.6059359395495,2.15058279399148,85.4896724288882,48768955863.3175,1002.30913917142,3100.19016956104,34923573145.5404,34338046420.2008,705.722259970456,717.7561199875099,71.6102539562648,3.7191163331842247,4.620322037342173,2013.0,2023.0,5.35094804280395,2.754,9.286999702,0.059065358372356935,2.109265136521504
UKR,Ukraine,2023,Europe,Europe & Central Asia,Eastern Europe,37732836.0,69.4754455027606,18.5575345907943,48.927142092575,181221517868.744,5139.59814453125,17679.904296875,110513376129.716,68930584421.9198,1954.93078613281,2928.8383234622493,60.982480132276,4.33079573538504,-2.3703363342496564,2013.0,2023.0,12.8490222828559,,81.58059692,0.18690848553319606,0.7821576900980678
URY,Uruguay,2015,Latin America,Latin America & Caribbean ,Latin America and the Caribbean,3368017.0,95.0800002298303,14.6098431213382,55.655253084089,57680327998.6689,17125.9016800298,22168.6114189676,38548534913.7368,38548534913.7368,11445.4692223159,11445.469222315922,66.8313379123407,,,,,8.66626987079328,7.488,64.5707870971624,0.0651961647773125,0.8740535617985719
USA,United States,2023,North America,North America,Northern America,336755052.0,80.071561119178,17.4318194823539,53.9087998260781,27811517000000.0,82586.7847707894,82586.7847707891,18833150000000.0,15205695881388.2,45153.5791106354,55925.3673794922,67.7170900098689,2.565843622079833,2.7712882967547925,2013.0,2023.0,4.11633838374488,3.638,93.52559662,31.852031560304457,93.89240805438222
UZB,Uzbekistan,2023,Europe,Europe & Central Asia,Central Asia,35652307.0,50.9964841114568,5.69504099692623,57.6444238962333,107526539716.318,3015.97705069457,11678.6257366395,68821056152.0679,113832884919.952,3192.86168269424,1930.33949113217,64.0037857943122,6.9786695082815875,7.4346218959446375,2013.0,2023.0,9.95659071258018,4.434,89.01361047,0.11639531637400817,0.48708057065263033
VIR,Virgin Islands (U.S.),2022,Latin America,Latin America & Caribbean ,Latin America and the Caribbean,105413.0,95.2171514724412,21.8115297027986,62.1299044865189,4672000000.0,44320.909185774,49785.1412220186,3221000000.0,2549519967.72892,24186.0109068988,30556.003528976504,68.9426369863014,-1.0040160642571738,0.049706362919677005,2013.0,2022.0,,12.092,,0.005447596055664648,0.07303329500986964
VNM,Viet Nam,2023,South & Southeast Asia,East Asia & Pacific,South-eastern Asia,100352192.0,38.1298904418945,8.62116598619573,47.5514131558407,433805036898.465,4322.82572261566,15033.899969483,234323207726.677,211350963341.813,2106.09214536951,2335.008364607292,54.0157876916311,3.0735007544602233,5.581641448405983,2013.0,2023.0,3.25289282667662,1.645,78.08,0.3963049308173032,4.953094231141226
VUT,Vanuatu,2023,Oceania,East Asia & Pacific,Melanesia,320409.0,22.2651966823901,4.21820894264665,74.9220682087426,1188137265.19047,3708.18942411253,4201.80837273668,957590513.170322,1779805547.23952,5554.79261581143,2988.650484756427,80.5959497463292,-1.5771884189975216,9.35876465566199,2013.0,2023.0,11.1825017088175,5.011,,0.0016195486813065916,0.09139047185247942
WSM,Samoa,2023,Oceania,East Asia & Pacific,Polynesia,216663.0,17.5012799804602,5.70563501843877,79.9646155890757,1044909500.02527,4822.74084650019,8202.61231371824,856738367.87282,723668049.555617,3340.06290670589,3954.244000465331,81.991633519659,-2.03502973612959,2.507959517463476,2013.0,2023.0,7.92164684826777,4.92,,0.0014489799917915375,0.08176535023806537
XKX,Kosovo,2023,Europe,Europe & Central Asia,,1682668.0,49.1105579101515,9.64385638963536,44.7976993017704,10466753839.9923,6220.33213919344,15817.4329388361,8805254841.67859,7406547198.93563,4401.66877775986,5232.912756217263,84.1259379582871,3.137551883208345,3.9867072018842764,2013.0,2023.0,4.94432438791283,,,0.014892105415911312,0.06231913302158433
YEM,"Yemen, Rep.",2018,Middle East,"Middle East, North Africa, Afghanistan & Pakistan",Western Asia,34085182.0,34.2106045810864,2.59535360556385,78.7888852602687,21606160663.0318,633.887202451545,,26661519655.4294,42539463281.5213,1248.03391930022,782.2026490992304,123.397766365069,0.17806541759159966,-3.777366136967719,2013.0,2018.0,,17.593,,0.045091955701006735,1.157345816330839
ZAF,South Africa,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,63212384.0,63.5823705163545,6.51509367622564,48.3679344695214,381440724491.232,6034.27208964673,15212.2609596178,244863716821.306,241861157450.179,3826.16731319893,3873.666856502454,64.1944347048698,0.22680921085282968,1.2039929192762644,2013.0,2023.0,6.0752438457966,32.098,78.33670044,0.41413182798234455,14.788936370796518
ZMB,Zambia,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,20723965.0,45.0285853521585,1.89885236729554,78.1069920863262,27577956471.244,1330.72780576709,4080.35544205923,12990626814.2053,,,626.8408006964545,47.1051102997818,,,,,10.884531691282,5.861,16.45070076,0.02197071946404104,0.7845897132740443
ZWE,Zimbabwe,2023,Africa,Sub-Saharan Africa ,Sub-Saharan Africa,16340822.0,39.2919370795795,3.61832175940481,81.6253517563755,35871781303.429,2195.22502010174,5795.99047011573,30155640351.7156,14065781842.8619,860.775660053201,1845.4175898688327,84.0650763803385,3.326820285790144,-0.5827315523279752,2013.0,2023.0,,9.348,38.67480087,0.051001473901287675,1.821298198734772
